Matrikel;KlausurNr;Punkte
2355955;16ss_dbs2;3.5,6,2,2.5,3,5.5,5,5,1
2360054;16ss_dbs2;0,2,2.5,0.5,0,1.5,1,1.5,1.5
2368711;16ss_dbs2;4.5,6,3,4,2,2.5,4,5.5,4
2383851;16ss_dbs2;4.5,5,1.5,3,0,6,1.5,3,2.5
2410997;16ss_dbs2;4.5,6.5,3.5,3,2.5,5,3.5,5,5
2427498;16ss_dbs2;1,2.5,3,0.5,0,4,1,0,4.5
2468476;16ss_dbs2;1,5,1,3,0,4.5,4.5,2,3
2480715;16ss_dbs2;0,3,3.5,1.5,4,2,0,3,1
2505970;16ss_dbs2;0.5,5.5,3.5,1.5,2,5.5,3.5,3,3.5
2537652;16ss_dbs2;2.5,5,2,3,3.5,5.5,2.5,4,1
2555353;16ss_dbs2;0,1.5,3.5,1,1.5,3,3.5,3.5,1
2621600;16ss_dbs2;3,5,2.5,3.5,3.5,5,4,2,2.5
2637085;16ss_dbs2;3,5,3.5,4,2,6,3,4,4
2683253;16ss_dbs2;3.5,6.5,2.5,3.5,1,5.5,2,1.5,2,0
2690640;16ss_dbs2;1,6.5,2.5,0,1,1.5,5,2.5,0
2772171;16ss_dbs2;2.5,5,0.5,2,2,2,3,3.5,1.5
2773893;16ss_dbs2;4,6,3.5,2,2,6,4.5,6.5,3
2845675;16ss_dbs2;0.5,5.5,4,0,0,5.5,4,2.5,0
2885644;16ss_dbs2;2,5.5,1.5,5,3,2,5,3.5,5
2889684;16ss_dbs2;6.5,3.5,3.5,1,2,4.5,6,4,3
2895523;16ss_dbs2;1.5,4,3,2,4,0.5,2.5,7,3.5
2901139;16ss_dbs2;3.5,4,3.5,1.5,1.5,2.5,1,0,1.5
2948404;16ss_dbs2;1.5,5,0.5,3,0,6,4.5,3.5,2.5
2966325;16ss_dbs2;0.5,6.5,1.5,2,2,5.5,0,0.5,2
2966456;16ss_dbs2;1,3,3.5,2.5,2.5,4,2.5,0,2.5
3008878;16ss_dbs2;3.5,6.5,2.5,2,3,4.5,2,3.5,3.5
3015331;16ss_dbs2;1.5,3,3,1,2,4,0.5,3.5,1
3040253;16ss_dbs2;3,1.5,3.5,0,1.5,3.5,5,3,1
3041815;16ss_dbs2;0.5,3,3,0.5,2,3,0.5,3.5,2.5
3062645;16ss_dbs2;3,6,5.5,3.5,3.5,4.5,2.5,6,2
3069997;16ss_dbs2;2,4.5,2,0.5,0.5,6,0,0,2.5
3091413;16ss_dbs2;3,3.5,1,1.5,0,1,5,0,5
3107993;16ss_dbs2;4,6,4,2,1.5,3,4.5,3,3.5
3125925;16ss_dbs2;2.5,4.5,2,0.5,1,2,0,0,3
3148771;16ss_dbs2;0.5,3.5,1,0,3.5,1.5,3,3,0.5
3170900;16ss_dbs2;3,6,4,1,4,5,3,1,0.5
