Matrikel;KlausurNr;Punkte
2365084;15ss_idbs1;3,2.5,5,3.5,6,6,5
2466075;15ss_idbs1;4,5,9,6,5.5,3.5,3
2473641;15ss_idbs1;3,3,6,2,3,3.5,3.5
2627313;15ss_idbs1;4.5,5.5,7,3.5,4.5,5.5,2.5
2640287;15ss_idbs1;0.5,2.5,3,5,4.5,1,2
2700059;15ss_idbs1;3,4,2.5,0.5,3,5,5
2730205;15ss_idbs1;1.5,5,3,2.5,3.5,4,3
2773103;15ss_idbs1;3.5,5,5,6,6.5,4.5,4
2776856;15ss_idbs1;1,4,4,2,2,1,2.5
2795965;15ss_idbs1;3.5,5.5,5.5,4,7,2.5,1
2881419;15ss_idbs1;2.5,4,4.5,3.5,2.5,5,5
2938009;15ss_idbs1;0,2.5,4.5,0,0,0.5,1
3011223;15ss_idbs1;4,3.5,3,3.5,2.5,5,0.5
3058961;15ss_idbs1;3,4.5,7,4.5,7,5.5,5.5
3073635;15ss_idbs1;1,2,6.5,2,2,4.5,1.5
3076570;15ss_idbs1;0.5,2,4.5,2.5,0,1,3
3130430;15ss_idbs1;3,3,3.5,0.5,2.5,4,2.5
3130637;15ss_idbs1;4.5,6.5,7.5,5.5,4.5,6.5,6
3151635;15ss_idbs1;0,5,6,3,3,5.5,3.5
3157792;15ss_idbs1;1.5,2.5,5.5,1.5,2,1.5,2
3221360;15ss_idbs1;1.5,4.5,5.5,3,1.5,5,4
3224911;15ss_idbs1;2.5,5,6.5,3,5,4,1.5
3243780;15ss_idbs1;1.5,0,3.5,3,0,0,2.5
3251958;15ss_idbs1;3.5,3,9,3,5.5,5,6
3316800;15ss_idbs1;4,4.5,5.5,5,1.5,4.5,2.5
3428860;15ss_idbs1;2,1.5,7.5,5,3.5,1.5,2
3463005;15ss_idbs1;1,3.5,6,0.5,5.5,2.5,2
3514431;15ss_idbs1;2,4,6,0,0.5,2,1
3590353;15ss_idbs1;2.5,5.5,3,2,4,5,4
3599101;15ss_idbs1;3.5,4,6.5,5,5,4.5,5
3599762;15ss_idbs1;3,3,4.5,1,2,2,0
3614173;15ss_idbs1;3.5,5.5,3.5,3,7,4.5,4
3680113;15ss_idbs1;2,3.5,3.5,2,4.5,1,0.5
3769593;15ss_idbs1;4,4,7.5,4.5,5.5,3.5,4
3781410;15ss_idbs1;2,3,5,4,0.5,2,0
3782358;15ss_idbs1;3.5,5,6,4.5,2,3,4
3826987;15ss_idbs1;1.5,3,4.5,4,2,3.5,5
